aluminium,ammonia,arsenic,barium,cadmium,chloramine,chromium,copper,flouride,bacteria,viruses,lead,nitrates,nitrites,mercury,perchlorate,radium,selenium,silver,uranium,is_safe
0.04,20.98,0.03,1.82,0.1,0.28,0.04,0.96,1.45,0.44,0.007,0.039,0.55,1.98,0.005,0.96,1.13,0.06,0.08,0.03,0.0
0.54,28.08,0.27,1.01,0.11,2.22,0.65,0.62,0.44,0.0,0.002,0.136,12.4,1.34,0.004,33.81,2.12,0.09,0.37,0.02,0.0
0.01,6.15,0.09,0.45,0.06,0.12,0.01,1.81,0.38,0.09,0.006,0.083,7.82,1.57,0.007,2.95,3.09,0.05,0.08,0.0,0.0
0.01,24.67,0.02,0.32,0.01,0.16,0.03,1.1,0.22,0.21,0.005,0.192,18.58,0.16,0.009,0.11,0.95,0.06,0.09,0.05,0.0
0.07,16.38,0.09,0.87,0.06,0.54,0.01,0.82,1.24,0.83,0.83,0.109,4.79,0.18,0.01,5.63,0.12,0.03,0.07,0.01,0.0
0.03,1.56,0.08,2.86,0.02,4.37,0.37,1.39,1.19,0.39,0.001,0.194,1.57,1.54,0.009,4.8,7.6,0.08,0.48,0.02,0.0
0.04,11.32,0.05,0.15,0.06,0.0,0.05,0.13,1.29,0.82,0.82,0.072,12.75,1.37,0.006,7.95,0.5,0.02,0.08,0.04,0.0
0.06,25.62,0.24,3.84,0.11,6.66,0.89,0.08,1.27,0.0,0.001,0.117,13.78,1.94,0.005,26.87,4.06,0.1,0.33,0.03,0.0
0.08,0.2,0.06,0.66,0.01,0.03,0.06,0.91,0.16,0.0,0.0,0.052,6.49,1.9,0.003,2.51,0.29,0.03,0.0,0.08,0.0
0.09,3.35,0.04,0.58,0.01,0.18,0.06,0.6,0.07,0.0,0.79,0.164,0.84,0.28,0.01,3.89,0.58,0.06,0.06,0.04,0.0
0.08,8.68,0.07,2.44,0.05,0.09,0.03,1.89,0.95,0.0,0.003,0.178,16.05,0.14,0.004,3.61,0.24,0.02,0.07,0.06,0.0
0.02,1.16,0.01,0.45,0.05,0.37,0.08,0.07,1.39,0.0,0.75,0.064,5.43,0.55,0.009,1.24,1.39,0.09,0.03,0.06,0.0
0.01,0.4,0.08,2.25,0.02,0.09,0.06,0.24,1.19,0.27,0.003,0.13,4.6,0.97,0.009,6.93,0.83,0.07,0.06,0.06,0.0
4.13,29.64,0.03,4.0,0.006,1.3,0.79,1.82,0.44,0.14,0.001,0.022,14.61,1.76,0.007,31.63,1.54,0.03,0.2,0.06,0.0
0.15,8.22,0.04,2.17,0.001,0.26,0.03,1.22,0.78,0.46,0.007,0.082,17.53,1.51,0.006,53.64,7.02,0.04,0.2,0.01,0.0
0.05,14.77,0.06,2.0,0.1,0.04,0.06,1.08,0.52,0.74,0.74,0.067,5.47,0.67,0.0,7.69,3.42,0.04,0.08,0.02,0.0
2.08,23.05,0.01,2.61,0.009,4.03,0.59,1.34,0.5,0.86,0.86,0.087,13.34,1.37,0.007,53.34,5.65,0.01,0.37,0.05,0.0
0.07,3.67,0.04,0.41,0.07,0.15,0.09,0.89,0.61,0.01,0.001,0.117,12.96,0.73,0.004,6.01,0.34,0.02,0.07,0.06,0.0
1.08,17.63,0.03,0.67,0.008,6.26,0.56,1.74,0.66,0.07,0.008,0.091,0.42,1.85,0.008,29.3,2.59,0.02,0.18,0.05,1.0
0.04,7.39,0.06,1.14,0.04,0.23,0.04,1.49,0.58,0.8,0.8,0.121,1.92,0.14,0.001,2.27,0.43,0.08,0.05,0.07,0.0
0.01,13.21,0.1,0.73,0.06,0.19,0.1,0.06,0.31,0.01,0.007,0.19,10.63,0.62,0.003,0.27,0.71,0.04,0.08,0.04,0.0
0.5,12.11,0.15,3.06,0.12,5.28,0.84,0.99,0.62,0.72,0.72,0.076,15.81,2.17,0.004,26.52,1.06,0.06,0.4,0.02,0.0
0.18,12.12,0.04,1.81,0.001,7.02,0.63,0.29,1.43,0.75,0.75,0.166,13.05,1.66,0.006,16.39,6.81,0.08,0.49,0.07,0.0
0.08,3.17,0.08,0.28,0.06,0.08,0.02,1.6,0.83,0.68,0.68,0.153,4.98,1.73,0.009,0.38,6.49,0.05,0.02,0.05,0.0
0.09,25.78,0.02,0.5,0.0,0.25,0.08,1.26,0.34,0.94,0.94,0.093,8.5,0.85,0.007,5.06,4.99,0.05,0.03,0.04,0.0
2.48,3.9,0.02,2.85,0.006,7.93,0.29,0.29,0.57,0.0,0.0,0.154,16.29,1.96,0.002,2.64,0.79,0.04,0.03,0.0,1.0
0.09,19.64,0.04,3.8,0.006,6.66,0.6,0.79,0.32,0.64,0.64,0.044,0.23,1.34,0.001,21.92,7.8,0.08,0.16,0.05,0.0
0.08,28.57,0.09,0.86,0.09,0.36,0.07,1.02,1.24,0.44,0.001,0.197,10.49,1.54,0.002,2.08,0.63,0.08,0.09,0.09,0.0
0.04,9.85,0.0,0.68,0.01,0.06,0.09,0.19,1.18,0.71,0.71,0.162,7.4,0.01,0.001,2.26,0.03,0.07,0.07,0.03,0.0
0.04,5.98,0.1,1.04,0.08,0.09,0.09,0.07,1.18,0.0,0.56,0.115,15.99,0.52,0.003,0.56,0.05,0.01,0.06,0.06,0.0
0.05,24.44,0.03,1.08,0.004,2.2,0.88,0.13,0.06,0.58,0.58,0.035,2.64,1.08,0.007,0.34,1.63,0.01,0.01,0.06,0.0
2.11,15.06,0.33,3.47,0.07,2.25,0.48,0.75,0.09,0.0,0.84,0.183,11.75,2.07,0.001,14.96,3.6,0.03,0.42,0.05,0.0
3.87,13.49,0.08,1.78,0.06,3.93,0.23,1.69,1.47,0.0,0.0,0.123,5.94,1.17,0.009,40.54,6.13,0.03,0.48,0.05,0.0
0.08,9.48,0.09,0.38,0.06,0.2,0.02,0.08,1.31,0.0,0.64,0.154,9.48,0.74,0.006,0.56,0.02,0.06,0.03,0.01,0.0
0.01,18.95,0.05,0.5,0.07,0.04,0.07,0.03,1.0,0.0,0.92,0.086,9.46,0.42,0.007,2.57,2.46,0.03,0.03,0.08,0.0
0.07,8.91,0.06,1.79,0.04,0.5,0.08,1.29,1.01,0.03,0.006,0.013,14.67,1.75,0.002,4.66,0.18,0.09,0.02,0.09,0.0
1.5,23.67,0.02,2.18,0.02,4.42,0.53,1.99,0.81,0.0,0.001,0.098,4.73,1.82,0.003,55.56,4.51,0.1,0.07,0.02,0.0
0.02,2.67,0.04,0.96,0.07,0.09,0.09,0.75,1.26,0.87,0.87,0.097,0.43,1.29,0.006,0.87,0.8,0.07,0.05,0.08,0.0
0.05,0.37,0.01,0.04,0.06,0.4,0.08,1.96,0.84,0.37,0.006,0.007,4.07,1.37,0.01,4.26,2.54,0.1,0.04,0.01,0.0
0.04,10.21,0.01,2.84,0.0,0.43,0.09,0.0,0.04,0.0,0.0,0.089,7.96,1.94,0.0,2.42,1.66,0.06,0.05,0.05,0.0
0.85,29.02,0.03,1.21,0.003,6.14,0.36,1.18,1.1,0.0,0.0,0.044,6.87,1.45,0.006,16.61,2.27,0.06,0.24,0.0,1.0
4.84,5.26,0.74,4.16,0.07,4.54,0.28,1.96,0.5,0.0,0.5,0.196,6.91,1.52,0.004,48.9,7.77,0.07,0.12,0.06,0.0
0.01,0.06,0.0,2.13,0.0,0.01,0.04,0.07,1.24,0.0,0.51,0.098,10.9,0.2,0.003,0.04,0.81,0.04,0.03,0.05,0.0
4.55,29.14,0.02,3.83,0.004,5.66,0.34,1.95,1.18,0.0,0.0,0.075,0.44,1.12,0.005,21.86,4.88,0.08,0.04,0.01,1.0
3.65,28.57,0.03,3.1,0.004,6.09,0.04,0.57,0.92,0.0,0.0,0.037,6.39,1.82,0.007,13.01,5.33,0.05,0.1,0.05,1.0
0.02,4.13,0.07,0.05,0.05,0.46,0.0,1.87,1.14,0.0,0.0,0.033,2.88,2.43,0.001,8.17,0.23,0.08,0.06,0.05,0.0
0.01,9.92,0.04,0.59,0.07,0.12,0.04,0.06,0.57,0.0,0.82,0.023,2.96,0.15,0.007,0.43,0.43,0.03,0.02,0.06,0.0
0.06,26.5,0.0,0.3,0.05,0.08,0.09,0.91,0.42,0.0,0.006,0.107,14.16,0.69,0.009,5.21,0.82,0.04,0.03,0.0,0.0
0.07,15.74,0.04,0.62,0.06,0.07,0.02,0.08,0.5,0.0,0.0,0.062,7.7,1.09,0.007,0.51,4.02,0.1,0.1,0.04,0.0
0.99,14.37,0.21,3.14,0.07,0.93,0.43,1.38,0.11,0.0,0.0,0.135,10.22,1.95,0.006,45.67,5.42,0.08,0.19,0.02,0.0
0.1,28.78,0.01,0.92,0.07,0.01,0.02,0.07,0.57,0.0,0.007,0.153,15.0,0.93,0.003,0.3,0.49,0.1,0.09,0.09,0.0
0.05,11.65,0.07,0.14,0.06,0.04,0.05,0.39,0.33,0.83,0.83,0.079,16.11,1.69,0.004,2.68,0.81,0.08,0.1,0.08,0.0
0.04,15.88,0.09,1.9,0.1,0.29,0.05,1.67,1.21,0.65,0.65,0.042,10.34,1.51,0.005,7.3,0.5,0.06,0.05,0.05,0.0
1.27,20.31,0.44,4.18,0.07,4.46,0.08,0.95,1.46,0.0,0.008,0.181,9.8,1.67,0.006,6.05,7.35,0.06,0.18,0.02,0.0
0.06,6.86,0.06,2.25,0.08,0.4,0.09,0.78,0.33,0.5,0.5,0.18,17.41,2.18,0.002,11.37,2.14,0.0,0.08,0.02,0.0
0.01,24.5,0.93,2.79,0.01,5.85,0.07,0.09,0.11,0.19,0.004,0.133,13.55,1.91,0.005,24.59,0.18,0.0,0.36,0.08,0.0
0.07,2.46,0.05,0.92,0.0,0.67,0.04,1.44,0.17,0.99,0.99,0.096,14.55,1.77,0.008,10.68,3.08,0.08,0.1,0.03,0.0
0.08,0.12,0.01,1.68,0.003,3.75,0.61,1.44,0.79,0.15,0.008,0.198,8.05,1.57,0.002,34.91,3.51,0.08,0.21,0.0,0.0
0.19,5.6,0.01,1.35,0.004,1.28,0.62,1.88,0.33,0.13,0.007,0.021,18.6,1.78,0.007,45.34,2.84,0.1,0.24,0.08,0.0
0.07,2.58,0.03,0.51,0.003,5.67,0.68,1.25,0.29,0.78,0.78,0.112,2.44,1.23,0.006,6.7,3.04,0.07,0.32,0.06,0.0
0.03,24.79,0.22,2.54,0.12,5.19,0.59,0.07,1.04,0.76,0.76,0.043,3.21,2.02,0.002,6.84,3.13,0.08,0.27,0.0,0.0
0.06,6.66,0.1,0.28,0.01,0.08,0.08,0.01,1.33,0.0,0.0,0.116,12.89,1.6,0.009,1.41,0.46,0.03,0.08,0.03,0.0
0.04,13.57,0.0,0.86,0.06,0.17,0.09,0.06,0.36,0.0,0.008,0.071,18.7,0.6,0.004,8.64,1.55,0.04,0.07,0.02,0.0
0.07,16.98,0.08,0.41,0.09,0.6,0.09,0.11,0.21,0.0,0.61,0.059,3.15,1.62,0.01,0.22,4.19,0.1,0.02,0.05,0.0
0.07,14.89,0.06,0.4,0.07,0.12,0.06,0.75,0.09,0.0,0.84,0.183,11.83,0.48,0.001,1.22,0.96,0.03,0.01,0.05,0.0
0.08,4.43,0.05,0.43,0.07,0.02,0.07,1.32,0.76,0.23,0.004,0.128,14.66,1.42,0.002,1.0,2.14,0.05,0.07,0.02,0.0
0.79,16.65,0.03,2.57,0.044026716572018586,1.02,0.04,1.75,0.76,0.26,0.003,0.092,13.48,1.08,0.01,15.977809548453875,2.66,0.05,0.27,0.04,0.0
0.05,11.16,0.01,0.51,0.03,0.03,0.04,0.27,1.45,0.0,0.84,0.14,4.81,0.84,0.0,1.43,0.33,0.04,0.05,0.05,0.0
2.5,10.25,0.03,1.5,0.044026716572018586,3.11,0.52,1.89,1.18,0.75,0.75,0.092,7.08,1.66,0.002,15.977809548453875,3.4,0.07,0.29,0.07,0.0
0.01,21.37,0.04,0.22,0.09,0.01,0.07,0.17,0.58,0.52,0.52,0.011,19.09,1.67,0.009,4.97,0.83,0.08,0.03,0.08,0.0
0.05,0.22,0.02,1.58,0.07,0.03,0.01,1.45,0.52,0.18,0.003,0.088,0.89,1.93,0.007,0.09,4.93,0.01,0.01,0.01,0.0
4.87,25.65,0.02,3.52,0.001,0.39,0.48,1.39,0.7,0.94,0.94,0.116,13.42,1.03,0.006,36.12,6.88,0.05,0.07,0.07,0.0
0.06,26.32,0.03,0.55,0.04,0.09,0.08,0.02,1.17,0.0,0.62,0.09,18.01,0.87,0.002,2.92,2.91,0.08,0.01,0.02,0.0
0.05,7.26,0.04,0.22,0.006,6.12,0.49,0.1,0.86,0.4,0.003,0.007,14.91,1.82,0.001,13.03,6.28,0.05,0.1,0.05,0.0
0.05,6.04,0.02,0.46,0.06,0.09,0.01,1.09,1.35,0.0,0.002,0.031,17.01,0.74,0.007,4.01,0.74,0.08,0.0,0.08,0.0
0.05,19.55,0.03,1.26,0.06,0.27,0.06,0.78,0.06,0.54,0.54,0.081,3.7,0.85,0.007,1.1,6.34,0.05,0.08,0.06,0.0
0.07,26.03,0.05,0.15,0.0,0.52,0.05,1.75,0.19,0.9,0.9,0.045,4.35,1.32,0.007,6.35,2.99,0.02,0.0,0.06,0.0
0.06,23.89,0.05,0.32,0.06,0.33,0.09,0.08,0.21,0.0,0.67,0.092,5.21,0.78,0.01,5.86,3.07,0.08,0.0,0.09,0.0
0.06,21.58,0.04,0.02,0.08,0.15,0.09,0.04,0.66,0.09,0.008,0.17,16.17,0.95,0.006,2.8,0.79,0.02,0.06,0.02,0.0
0.11,23.08,0.76,3.69,0.02,5.35,0.63,1.94,1.27,0.08,0.008,0.194,14.09,2.01,0.005,1.07,4.8,0.08,0.22,0.07,0.0
0.05,19.16,0.09,0.25,0.01,0.53,0.06,0.08,0.91,0.0,0.008,0.019,4.07,0.31,0.008,0.54,0.09,0.03,0.05,0.04,0.0
0.39,16.72,0.94,2.76,0.07,1.7,0.12,1.05,0.86,0.37,0.002,0.113,0.63,1.54,0.01,18.52,7.65,0.08,0.19,0.03,0.0
0.01,2.73,0.0,0.01,0.0,0.01,0.07,1.94,0.78,0.89,0.89,0.101,13.11,1.66,0.008,8.49,5.29,0.02,0.05,0.04,0.0
1.3,5.56,0.63,1.61,0.08,3.94,0.15,0.33,1.33,0.0,0.0,0.136,11.7,2.25,0.008,53.51,4.39,0.01,0.39,0.01,0.0
3.16,17.6,0.1,3.71,0.06,1.41,0.29,1.38,1.48,0.67,0.67,0.08,18.03,2.14,0.002,15.14,3.93,0.07,0.31,0.08,0.0
0.01,20.82,0.03,0.87,0.02,0.51,0.04,0.53,0.95,0.19,0.004,0.011,12.28,1.96,0.006,2.66,0.51,0.03,0.05,0.05,0.0
0.0,19.76,0.07,0.71,0.09,0.25,0.07,1.93,0.02,0.49,0.007,0.194,11.62,0.59,0.008,5.13,0.6,0.06,0.08,0.02,0.0
0.06,28.14,0.16,4.1,0.04,2.75,0.65,0.25,1.16,0.98,0.98,0.191,11.44,1.31,0.007,21.59,6.19,0.03,0.17,0.07,0.0
0.04,2.38,1.02,1.35,0.01,2.03,0.71,0.04,0.54,0.11,0.005,0.019,15.77,2.26,0.007,49.41,0.6,0.09,0.13,0.03,0.0
0.08,7.88,0.01,3.78,0.04,0.01,0.05,0.09,0.2,0.44,0.0,0.035,6.12,1.88,0.005,0.39,3.1,0.09,0.07,0.01,0.0
0.0,18.12,0.08,0.37,0.01,0.02,0.01,0.02,1.04,0.0,0.0,0.2,16.09,0.32,0.005,0.05,0.96,0.06,0.06,0.05,0.0
0.02,15.44,0.04,1.65,0.001,6.64,0.71,1.47,0.15,0.37,0.002,0.085,18.95,1.92,0.001,33.07,3.55,0.05,0.18,0.07,0.0
0.05,8.37,0.03,1.86,0.001,0.64,0.69,1.05,0.8,0.1,0.003,0.197,18.74,1.09,0.008,33.87,4.25,0.05,0.22,0.01,0.0
0.07,28.29,0.01,0.88,0.005,3.55,0.65,0.01,0.43,0.27,0.007,0.033,5.85,1.28,0.001,52.7,5.14,0.01,0.06,0.05,0.0
0.02,0.34,0.64,3.45,0.06,6.19,0.35,1.79,0.89,0.67,0.67,0.136,15.24,2.14,0.006,28.21,4.12,0.09,0.42,0.01,0.0
3.78,19.17,0.05,0.76,0.044026716572018586,6.6,0.7,0.29,0.5,0.7,0.7,0.136,18.77,1.99,0.001,15.977809548453875,3.09,0.02,0.38,0.02,0.0
0.08,12.22,0.0,0.38,0.06,0.08,0.0,0.0,0.26,0.0,0.0,0.122,3.25,1.84,0.008,0.11,3.91,0.06,0.04,0.04,0.0
0.04,20.82,0.1,0.12,0.0,0.03,0.09,0.01,0.67,0.0,0.59,0.042,15.34,0.84,0.006,0.16,2.73,0.05,0.02,0.02,0.0
0.25,24.74,0.74,3.01,0.1,7.67,0.76,0.08,1.0,0.79,0.79,0.001,11.39,1.93,0.009,45.48,7.05,0.01,0.42,0.06,0.0
4.61,18.92,0.08,1.93,0.08,6.35,0.57,1.9,0.44,0.84,0.84,0.028,12.21,1.93,0.003,13.47,7.31,0.02,0.44,0.05,0.0
0.1,22.73,0.42,2.67,0.04,4.01,0.05,0.01,0.61,0.78,0.78,0.146,16.53,1.67,0.003,4.64,4.9,0.05,0.48,0.06,0.0
0.09,23.46,0.0,1.9,0.02,0.48,0.09,1.56,0.21,0.0,0.73,0.111,4.39,0.15,0.001,4.86,2.61,0.09,0.08,0.04,0.0
0.02,27.42,0.08,0.98,0.01,0.55,0.01,0.01,0.78,0.54,0.54,0.035,9.41,0.46,0.001,0.21,0.66,0.07,0.03,0.05,0.0
0.09,6.85,0.0,0.61,0.03,0.05,0.05,0.02,0.91,0.0,0.0,0.182,15.92,1.0,0.0,1.35,4.84,0.0,0.04,0.05,1.0
0.04,1.83,0.02,1.39,0.05,0.17,0.1,0.39,0.76,0.15,0.004,0.082,14.87,1.58,0.01,8.13,1.53,0.02,0.07,0.01,0.0
0.03,11.18,0.09,0.82,0.06,0.01,0.02,1.17,0.82,0.62,0.62,0.177,15.48,0.94,0.001,3.91,3.9,0.07,0.07,0.07,0.0
3.24,19.54,0.82,4.69,0.11,6.7,0.6,0.79,0.32,0.0,0.64,0.044,0.3,1.39,0.001,20.21,7.8,0.08,0.16,0.05,0.0
0.01,11.19,0.05,1.26,0.03,0.04,0.09,0.06,1.32,0.0,0.86,0.034,3.35,0.46,0.006,0.88,6.13,0.02,0.0,0.09,0.0
0.07,8.52,0.44,0.74,0.11,5.95,0.22,1.09,0.4,0.02,0.002,0.125,7.61,1.25,0.008,58.04,6.5,0.01,0.15,0.04,0.0
3.38,10.07,0.01,2.68,0.009,3.05,0.49,1.08,1.14,0.91,0.91,0.135,5.35,1.83,0.006,44.5,0.1,0.03,0.21,0.06,1.0
0.06,0.37,0.03,3.24,0.09,0.09,0.03,0.04,0.61,0.21,0.001,0.089,9.35,1.33,0.004,8.6,1.89,0.04,0.03,0.06,0.0
0.03,24.88,0.03,1.83,0.05,0.05,0.06,0.77,0.79,0.37,0.001,0.147,0.83,1.92,0.006,4.97,0.25,0.02,0.09,0.06,0.0
0.62,12.02,0.69,2.32,0.02,7.24,0.63,0.29,1.43,0.0,0.75,0.166,13.99,1.91,0.006,30.33,6.81,0.08,0.49,0.07,0.0
1.11,0.33,0.28,3.36,0.11,4.09,0.32,1.21,0.32,0.01,0.004,0.021,2.3,1.11,0.002,41.73,2.31,0.0,0.03,0.02,1.0
0.0,19.93,0.08,0.84,0.06,0.21,0.1,0.01,0.79,0.0,0.7,0.113,17.44,0.67,0.009,0.16,4.07,0.0,0.02,0.08,0.0
1.8,0.59,0.1,4.06,0.13,1.63,0.86,0.26,0.59,0.61,0.61,0.008,13.33,1.95,0.001,57.2,6.26,0.08,0.2,0.06,0.0
0.04,21.38,0.07,0.31,0.08,0.01,0.03,0.07,0.58,0.0,0.52,0.011,18.4,0.8,0.009,4.43,0.75,0.08,0.09,0.08,0.0
2.17,22.79,0.02,0.45,0.005,7.08,0.62,0.61,1.46,0.0,0.0,0.136,16.56,1.62,0.007,37.96,5.67,0.06,0.15,0.08,0.0
0.09,27.01,0.01,3.84,0.006,5.22,0.79,1.97,1.48,0.34,0.009,0.031,9.52,1.43,0.001,16.06,1.11,0.09,0.14,0.08,0.0
0.08,19.51,0.06,1.29,0.0,0.05,0.07,0.36,0.73,0.47,0.0,0.003,14.01,1.36,0.005,1.42,0.37,0.03,0.07,0.02,0.0
0.07,23.53,0.02,1.66,0.02,0.4,0.0,1.56,0.21,0.73,0.73,0.111,4.7,0.73,0.001,0.96,0.66,0.09,0.06,0.04,0.0
0.1,12.3,0.06,0.02,0.09,0.11,0.09,0.19,0.52,0.74,0.74,0.062,7.33,2.01,0.004,3.46,3.59,0.0,0.04,0.02,0.0
0.13,19.5,0.3,2.77,0.01,5.67,0.05,1.04,1.19,0.18,0.001,0.079,8.35,1.73,0.008,34.21,7.94,0.03,0.36,0.0,0.0
0.05,24.72,0.05,3.68,0.004,7.63,0.21,1.56,1.02,0.04,0.001,0.075,1.79,1.77,0.0,48.48,1.98,0.03,0.47,0.06,0.0
0.07,17.58,0.01,0.97,0.05,0.47,0.06,0.8,1.28,0.0,0.93,0.184,11.5,0.88,0.003,3.24,0.23,0.09,0.09,0.09,0.0
0.05,3.45,0.03,0.16,0.08,0.04,0.05,0.09,0.45,0.0,0.0,0.197,15.73,2.19,0.001,5.13,4.86,0.05,0.06,0.06,0.0
0.09,13.25,0.04,0.29,0.09,0.01,0.01,0.69,0.45,0.03,0.005,0.049,8.76,0.58,0.0,3.21,0.65,0.09,0.05,0.04,0.0
0.05,0.11,0.1,0.44,0.05,0.07,0.01,1.4,0.44,0.07,0.007,0.15,10.3,1.17,0.005,14.05,2.11,0.02,0.04,0.08,0.0
0.02,18.36,0.03,0.18,0.09,0.08,0.01,1.8,1.39,0.31,0.005,0.175,18.29,0.73,0.002,0.3,0.87,0.05,0.05,0.08,0.0
0.1,27.37,0.03,0.06,0.1,0.29,0.06,1.29,1.04,0.49,0.001,0.079,15.05,1.09,0.005,3.23,0.49,0.01,0.07,0.03,0.0
0.06,12.05,0.03,0.63,0.06,0.09,0.07,1.76,0.63,0.91,0.91,0.139,6.89,1.87,0.007,3.21,1.03,0.05,0.04,0.06,0.0
0.43,16.29,0.01,3.45,0.006,6.79,0.05,1.18,0.47,0.0,0.0,0.087,0.26,1.53,0.006,18.48,3.02,0.02,0.31,0.06,1.0
0.16,26.67,0.05,0.53,0.006,1.87,0.18,1.76,1.44,0.95,0.95,0.162,4.69,1.66,0.009,22.73,3.61,0.05,0.02,0.05,0.0
0.01,16.36,0.03,0.64,0.06,0.1,0.02,0.82,1.24,0.83,0.83,0.109,4.87,1.53,0.01,0.97,0.55,0.03,0.04,0.01,0.0
0.02,16.79,0.08,0.07,0.02,0.08,0.05,1.15,0.34,0.0,0.85,0.065,18.32,0.73,0.003,7.8,0.5,0.1,0.07,0.01,0.0
2.18,16.68,0.89,1.93,0.07,8.04,0.89,1.94,0.63,0.0,0.75,0.109,9.81,1.18,0.008,6.54,1.01,0.02,0.26,0.02,0.0
0.04,20.33,0.06,0.59,0.02,0.63,0.09,0.08,0.53,0.02,0.001,0.028,10.91,0.43,0.008,5.44,0.33,0.06,0.01,0.06,0.0
0.01,26.69,1.0,4.33,0.11,1.42,0.12,0.06,1.04,0.29,0.009,0.001,15.52,1.71,0.007,11.89,1.2,0.02,0.4,0.07,0.0
3.44,15.67,0.01,2.19,0.001,0.75,0.39,0.76,0.24,0.28,0.007,0.027,3.77,1.78,0.001,15.977809548453875,3.75,0.07,0.02,0.06,1.0
0.1,3.14,0.02,0.22,0.009,6.16,0.47,1.75,1.28,0.23,0.008,0.177,16.44,1.24,0.003,40.47,4.91,0.01,0.17,0.08,0.0
1.48,0.35,0.04,2.16,0.005,6.06,0.85,1.4,0.44,0.0,0.0,0.15,10.3,1.17,0.005,58.17,4.51,0.02,0.18,0.08,0.0
0.09,8.22,0.08,0.75,0.06,0.48,0.04,0.01,0.02,0.22,0.0,0.017,14.21,1.83,0.001,9.42,0.74,0.0,0.03,0.06,0.0
0.04,0.88,0.48,1.72,0.13,4.58,0.24,1.66,0.64,0.1,0.002,0.124,12.44,1.3,0.007,32.69,3.65,0.05,0.37,0.02,0.0
0.29,0.03,0.92,2.55,0.08,3.26,0.02,0.06,0.74,0.32,0.005,0.008,1.88,2.74,0.001,22.67,4.13,0.0,0.06,0.04,0.0
3.56,21.63,0.03,2.52,0.009,5.02,0.79,1.49,0.65,0.0,0.0,0.16,13.24,1.21,0.003,37.9,6.82,0.02,0.34,0.01,0.0
3.08,8.83,0.05,2.24,0.044026716572018586,4.77,0.03,1.11,0.36,0.27,0.006,0.189,16.25,1.56,0.01,15.977809548453875,7.81,0.01,0.21,0.05,1.0
0.08,0.57,0.03,0.63,0.07,0.07,0.07,0.09,0.04,0.0,0.002,0.123,2.06,0.16,0.003,4.17,0.79,0.07,0.0,0.06,0.0
0.02,10.43,0.07,0.65,0.04,0.06,0.1,1.22,1.23,0.96,0.96,0.142,1.26,0.79,0.002,0.21,0.5,0.02,0.08,0.04,0.0
0.09,13.98,0.09,0.77,0.08,0.05,0.06,0.82,1.16,0.29,0.005,0.198,7.68,1.73,0.01,6.28,4.67,0.06,0.01,0.04,0.0
0.05,25.43,0.0,0.85,0.02,0.1,0.1,0.0,1.05,0.0,0.007,0.185,13.73,0.03,0.003,0.81,1.54,0.05,0.08,0.07,0.0
0.17,1.54,0.01,3.25,0.002,4.24,0.45,1.13,1.05,0.97,0.97,0.007,5.79,1.3,0.006,25.84,6.28,0.01,0.42,0.08,0.0
2.67,29.1,0.63,3.1,0.12,1.34,0.27,1.73,0.06,0.0,0.003,0.064,15.67,2.1,0.004,7.64,7.88,0.06,0.05,0.01,0.0
0.06,29.36,0.04,0.98,0.02,0.04,0.01,1.32,1.3,0.0,0.73,0.086,5.72,0.65,0.001,3.78,3.58,0.07,0.02,0.03,0.0
0.06,14.05,0.05,0.13,0.02,0.36,0.03,0.67,0.73,0.92,0.92,0.057,6.69,1.28,0.009,3.54,0.62,0.09,0.04,0.0,0.0
0.01,10.26,0.02,3.51,0.05,0.53,0.39,0.55,1.27,0.61,0.61,0.087,16.94,1.14,0.009,42.15,2.53,0.09,0.37,0.05,0.0
2.66,8.47,0.55,3.1,0.01,6.34,0.39,0.59,0.4,0.88,0.88,0.097,12.48,1.2,0.01,12.99,6.96,0.05,0.03,0.03,0.0
0.08,21.18,0.02,0.22,0.004,5.59,0.85,1.57,1.17,0.26,0.004,0.135,11.41,1.96,0.009,47.28,5.16,0.06,0.17,0.0,0.0
0.27,11.91,0.72,0.9,0.07,2.34,0.1,0.02,1.33,0.16,0.003,0.004,19.23,2.06,0.001,23.47,5.77,0.08,0.08,0.04,0.0
0.32,14.91,0.04,2.4,0.001,6.36,0.35,1.48,0.54,0.73,0.73,0.126,11.21,1.22,0.007,9.56,7.9,0.02,0.17,0.06,0.0
0.08,21.31,0.07,1.7,0.02,0.22,0.06,1.49,0.65,0.63,0.63,0.16,13.24,1.21,0.003,6.6,0.19,0.02,0.09,0.01,0.0
0.0,17.49,0.05,0.65,0.02,0.07,0.09,1.6,0.52,0.51,0.51,0.125,9.48,0.77,0.002,3.72,0.63,0.04,0.04,0.01,0.0
0.06,4.22,0.04,0.58,0.06,0.06,0.02,0.67,0.75,0.08,0.001,0.034,5.01,0.46,0.008,9.37,0.71,0.07,0.08,0.07,0.0
0.29,20.35,0.02,1.84,0.001,5.21,0.74,1.76,0.61,0.53,0.53,0.105,8.93,1.31,0.007,39.63,2.76,0.02,0.44,0.07,0.0
0.29,21.53,0.7,2.56,0.09,0.6,0.57,0.75,1.25,0.0,0.002,0.083,16.2,1.27,0.005,10.38,4.32,0.05,0.29,0.04,0.0
0.09,29.07,0.03,1.31,0.0,0.1,0.0,0.75,0.96,0.64,0.64,0.1,17.5,0.88,0.008,11.62,0.74,0.05,0.01,0.08,0.0
